,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50
V38,0.49033333333333334,0.4886666666666667,0.458,0.47533333333333333,0.487,0.495,0.47,0.49066666666666664,0.482,0.496,0.49966666666666665,0.499,0.4826666666666667,0.489,0.48633333333333334,0.49433333333333335,0.47533333333333333,0.493,0.48533333333333334,0.477,0.495,0.491,0.49933333333333335,0.49033333333333334,0.49333333333333335,0.485,0.48933333333333334,0.49766666666666665,0.49666666666666665,0.479,0.499,0.492,0.48433333333333334,0.4633333333333333,0.4713333333333333,0.49933333333333335,0.49733333333333335,0.4673333333333333,0.49266666666666664,0.48933333333333334,0.49333333333333335,0.484,0.3233333333333333,0.488,0.46,0.498,0.482,0.48933333333333334,0.49566666666666664,0.49433333333333335
V39,0.4886666666666667,0.49433333333333335,0.49733333333333335,0.4766666666666667,0.487,0.4856666666666667,0.49066666666666664,0.4736666666666667,0.484,0.47533333333333333,0.491,0.489,0.478,0.487,0.489,0.4613333333333333,0.488,0.4713333333333333,0.47633333333333333,0.49,0.49466666666666664,0.5,0.49,0.49,0.497,0.493,0.466,0.49366666666666664,0.49733333333333335,0.489,0.499,0.48933333333333334,0.49666666666666665,0.49666666666666665,0.49966666666666665,0.48733333333333334,0.48033333333333333,0.49666666666666665,0.4856666666666667,0.495,0.4826666666666667,0.4886666666666667,0.4806666666666667,0.4696666666666667,0.4886666666666667,0.4856666666666667,0.475,0.49766666666666665,0.49166666666666664,0.0
V40,0.49666666666666665,0.48633333333333334,0.483,0.49633333333333335,0.475,0.48966666666666664,0.48833333333333334,0.4886666666666667,0.4756666666666667,0.4746666666666667,0.49866666666666665,0.4723333333333333,0.49933333333333335,0.4643333333333333,0.49966666666666665,0.49866666666666665,0.494,0.49766666666666665,0.4593333333333333,0.4696666666666667,0.49466666666666664,0.479,0.48833333333333334,0.489,0.476,0.49333333333333335,0.4856666666666667,0.4846666666666667,0.49666666666666665,0.4856666666666667,0.47333333333333333,0.49833333333333335,0.48733333333333334,0.494,0.49666666666666665,0.489,0.478,0.49966666666666665,0.4876666666666667,0.49766666666666665,0.39666666666666667,0.37,0.471,0.468,0.48733333333333334,0.493,0.4796666666666667,0.4723333333333333,0.482,0.49066666666666664
V41,0.48133333333333334,0.486,0.4766666666666667,0.4726666666666667,0.4846666666666667,0.4836666666666667,0.49333333333333335,0.497,0.492,0.4676666666666667,0.4786666666666667,0.497,0.49866666666666665,0.497,0.4886666666666667,0.47533333333333333,0.4846666666666667,0.49166666666666664,0.4736666666666667,0.48633333333333334,0.4796666666666667,0.479,0.4703333333333333,0.4826666666666667,0.49866666666666665,0.49366666666666664,0.471,0.49033333333333334,0.49733333333333335,0.485,0.48533333333333334,0.49666666666666665,0.47733333333333333,0.497,0.495,0.48233333333333334,0.49,0.496,0.481,0.499,0.4736666666666667,0.481,0.493,0.4716666666666667,0.48333333333333334,0.49766666666666665,0.477,0.293,0.4766666666666667,0.48
V42,0.49833333333333335,0.473,0.488,0.487,0.48966666666666664,0.496,0.4796666666666667,0.474,0.47833333333333333,0.48533333333333334,0.48633333333333334,0.4886666666666667,0.48033333333333333,0.49766666666666665,0.49766666666666665,0.48633333333333334,0.499,0.484,0.48333333333333334,0.4776666666666667,0.48933333333333334,0.4836666666666667,0.487,0.49033333333333334,0.4846666666666667,0.4876666666666667,0.48233333333333334,0.49333333333333335,0.49533333333333335,0.48433333333333334,0.497,0.49233333333333335,0.499,0.489,0.482,0.49733333333333335,0.48333333333333334,0.479,0.489,0.488,0.4796666666666667,0.48133333333333334,0.481,0.27166666666666667,0.499,0.469,0.49466666666666664,0.495,0.46,0.4726666666666667
V43,0.49833333333333335,0.49666666666666665,0.48933333333333334,0.49833333333333335,0.4826666666666667,0.49666666666666665,0.49266666666666664,0.48233333333333334,0.498,0.49333333333333335,0.48033333333333333,0.473,0.491,0.49866666666666665,0.49466666666666664,0.49433333333333335,0.49633333333333335,0.499,0.483,0.474,0.475,0.48,0.48833333333333334,0.4866666666666667,0.482,0.49233333333333335,0.49266666666666664,0.49466666666666664,0.49366666666666664,0.49333333333333335,0.488,0.483,0.492,0.47933333333333333,0.49333333333333335,0.493,0.48333333333333334,0.4553333333333333,0.496,0.478,0.489,0.4643333333333333,0.4736666666666667,0.49166666666666664,0.49466666666666664,0.49033333333333334,0.49533333333333335,0.211,0.4846666666666667,0.4766666666666667
V44,0.471,0.48733333333333334,0.4696666666666667,0.488,0.49166666666666664,0.49766666666666665,0.49566666666666664,0.4806666666666667,0.496,0.4766666666666667,0.46266666666666667,0.48333333333333334,0.47,0.4786666666666667,0.48133333333333334,0.48733333333333334,0.4876666666666667,0.49166666666666664,0.499,0.49133333333333334,0.49933333333333335,0.49033333333333334,0.4676666666666667,0.49933333333333335,0.49366666666666664,0.49466666666666664,0.5,0.4826666666666667,0.49933333333333335,0.491,0.462,0.4866666666666667,0.47733333333333333,0.495,0.49966666666666665,0.48233333333333334,0.48633333333333334,0.49333333333333335,0.49833333333333335,0.48133333333333334,0.479,0.49633333333333335,0.4796666666666667,0.4816666666666667,0.487,0.0,0.48833333333333334,0.4886666666666667,0.497,0.475
V45,0.49733333333333335,0.48,0.497,0.49566666666666664,0.4806666666666667,0.4796666666666667,0.49466666666666664,0.4876666666666667,0.49933333333333335,0.489,0.497,0.49666666666666665,0.4533333333333333,0.49966666666666665,0.48966666666666664,0.49033333333333334,0.47933333333333333,0.48933333333333334,0.4736666666666667,0.49666666666666665,0.49566666666666664,0.49866666666666665,0.4826666666666667,0.49533333333333335,0.497,0.491,0.4703333333333333,0.48966666666666664,0.48966666666666664,0.471,0.49566666666666664,0.4696666666666667,0.4806666666666667,0.49966666666666665,0.49766666666666665,0.474,0.5,0.4856666666666667,0.48333333333333334,0.4796666666666667,0.499,0.49733333333333335,0.47533333333333333,0.49866666666666665,0.48033333333333333,0.3413333333333333,0.49533333333333335,0.48933333333333334,0.4766666666666667,0.4646666666666667
V46,0.49433333333333335,0.49766666666666665,0.4746666666666667,0.478,0.4736666666666667,0.4706666666666667,0.493,0.4553333333333333,0.47833333333333333,0.49733333333333335,0.4643333333333333,0.47633333333333333,0.4666666666666667,0.49766666666666665,0.48133333333333334,0.4826666666666667,0.4643333333333333,0.49233333333333335,0.49433333333333335,0.48633333333333334,0.481,0.49066666666666664,0.48833333333333334,0.48966666666666664,0.4646666666666667,0.495,0.49033333333333334,0.49633333333333335,0.488,0.48933333333333334,0.49333333333333335,0.5,0.49633333333333335,0.49133333333333334,0.489,0.491,0.49966666666666665,0.4856666666666667,0.493,0.499,0.48033333333333333,0.49966666666666665,0.4876666666666667,0.486,0.49,0.486,0.484,0.47633333333333333,0.5,0.485
V47,0.491,0.49833333333333335,0.4746666666666667,0.49,0.483,0.48966666666666664,0.496,0.49866666666666665,0.482,0.497,0.49766666666666665,0.496,0.486,0.46266666666666667,0.48733333333333334,0.48233333333333334,0.47433333333333333,0.484,0.495,0.49066666666666664,0.49633333333333335,0.493,0.49866666666666665,0.493,0.488,0.474,0.481,0.485,0.4736666666666667,0.48033333333333333,0.49866666666666665,0.49433333333333335,0.46366666666666667,0.4736666666666667,0.48933333333333334,0.475,0.49566666666666664,0.4746666666666667,0.493,0.4713333333333333,0.5,0.48433333333333334,0.494,0.49066666666666664,0.463,0.5,0.483,0.49933333333333335,0.4856666666666667,0.48733333333333334
V48,0.49333333333333335,0.485,0.485,0.48433333333333334,0.4836666666666667,0.486,0.49066666666666664,0.48233333333333334,0.49466666666666664,0.495,0.4683333333333333,0.47333333333333333,0.49,0.48533333333333334,0.4836666666666667,0.485,0.49,0.4746666666666667,0.462,0.49266666666666664,0.489,0.48966666666666664,0.49866666666666665,0.48733333333333334,0.45866666666666667,0.4836666666666667,0.48333333333333334,0.4806666666666667,0.496,0.48833333333333334,0.48433333333333334,0.469,0.487,0.4643333333333333,0.49066666666666664,0.487,0.49133333333333334,0.4876666666666667,0.49966666666666665,0.49733333333333335,0.49566666666666664,0.495,0.499,0.48433333333333334,0.4886666666666667,0.48833333333333334,0.4886666666666667,0.497,0.47833333333333333,0.45166666666666666
V49,0.47933333333333333,0.48533333333333334,0.49166666666666664,0.49,0.48733333333333334,0.49166666666666664,0.49733333333333335,0.48533333333333334,0.48966666666666664,0.4696666666666667,0.496,0.489,0.479,0.496,0.49966666666666665,0.4776666666666667,0.48133333333333334,0.48633333333333334,0.492,0.49866666666666665,0.48833333333333334,0.4663333333333333,0.472,0.47933333333333333,0.49433333333333335,0.45366666666666666,0.4816666666666667,0.49333333333333335,0.495,0.49666666666666665,0.487,0.49766666666666665,0.47333333333333333,0.47833333333333333,0.49133333333333334,0.47833333333333333,0.49633333333333335,0.478,0.49566666666666664,0.4846666666666667,0.49733333333333335,0.4816666666666667,0.478,0.49466666666666664,0.4653333333333333,0.4666666666666667,0.4736666666666667,0.484,0.49133333333333334,0.459
V50,0.498,0.48966666666666664,0.49666666666666665,0.49466666666666664,0.49433333333333335,0.489,0.49566666666666664,0.4836666666666667,0.48633333333333334,0.49766666666666665,0.4603333333333333,0.4693333333333333,0.454,0.4796666666666667,0.47733333333333333,0.49633333333333335,0.48733333333333334,0.48033333333333333,0.48033333333333333,0.49266666666666664,0.481,0.4886666666666667,0.48433333333333334,0.49066666666666664,0.468,0.45966666666666667,0.49466666666666664,0.468,0.486,0.493,0.49933333333333335,0.48133333333333334,0.49533333333333335,0.485,0.462,0.49866666666666665,0.48333333333333334,0.491,0.476,0.4826666666666667,0.49933333333333335,0.49,0.489,0.494,0.498,0.49366666666666664,0.4633333333333333,0.49666666666666665,0.495,0.4866666666666667
