,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50
V21,0.49866666666666665,0.48033333333333333,0.49233333333333335,0.45966666666666667,0.49,0.459,0.48133333333333334,0.49533333333333335,0.46066666666666667,0.491,0.48833333333333334,0.491,0.49633333333333335,0.49833333333333335,0.4756666666666667,0.49,0.49433333333333335,0.4826666666666667,0.49666666666666665,0.49566666666666664,0.49066666666666664,0.492,0.32,0.44033333333333335,0.45866666666666667,0.418,0.35933333333333334,0.484,0.49733333333333335,0.48633333333333334,0.47933333333333333,0.33566666666666667,0.4886666666666667,0.42,0.493,0.4796666666666667,0.49133333333333334,0.49366666666666664,0.49933333333333335,0.0,0.484,0.49566666666666664,0.4776666666666667,0.351,0.49033333333333334,0.457,0.35533333333333333,0.49733333333333335,0.49,0.4796666666666667
V22,0.4826666666666667,0.494,0.499,0.4816666666666667,0.4876666666666667,0.482,0.48333333333333334,0.492,0.4656666666666667,0.4703333333333333,0.484,0.47633333333333333,0.49233333333333335,0.49333333333333335,0.493,0.478,0.49433333333333335,0.4523333333333333,0.46166666666666667,0.491,0.49,0.49566666666666664,0.4806666666666667,0.4826666666666667,0.48833333333333334,0.41933333333333334,0.484,0.4663333333333333,0.4856666666666667,0.48966666666666664,0.4856666666666667,0.49933333333333335,0.4686666666666667,0.48233333333333334,0.5,0.37533333333333335,0.4666666666666667,0.49433333333333335,0.47833333333333333,0.4856666666666667,0.4746666666666667,0.494,0.479,0.49933333333333335,0.47833333333333333,0.478,0.49533333333333335,0.49066666666666664,0.49566666666666664,0.49966666666666665
V23,0.497,0.4723333333333333,0.49,0.49966666666666665,0.49833333333333335,0.482,0.489,0.48933333333333334,0.491,0.48833333333333334,0.4806666666666667,0.4756666666666667,0.499,0.49266666666666664,0.49466666666666664,0.497,0.499,0.4836666666666667,0.49033333333333334,0.45466666666666666,0.49833333333333335,0.4756666666666667,0.37966666666666665,0.49233333333333335,0.30433333333333334,0.4713333333333333,0.33666666666666667,0.467,0.4786666666666667,0.4826666666666667,0.4676666666666667,0.49,0.212,0.42633333333333334,0.497,0.32266666666666666,0.476,0.49166666666666664,0.485,0.4,0.495,0.49266666666666664,0.49,0.487,0.493,0.4096666666666667,0.498,0.4886666666666667,0.49733333333333335,0.479
V24,0.475,0.484,0.4686666666666667,0.4776666666666667,0.4816666666666667,0.49433333333333335,0.468,0.48133333333333334,0.4766666666666667,0.49433333333333335,0.4886666666666667,0.49266666666666664,0.486,0.49866666666666665,0.4786666666666667,0.497,0.499,0.486,0.495,0.4593333333333333,0.48033333333333333,0.495,0.49866666666666665,0.4846666666666667,0.47333333333333333,0.4,0.4653333333333333,0.4826666666666667,0.4653333333333333,0.4886666666666667,0.48833333333333334,0.48033333333333333,0.472,0.487,0.495,0.492,0.4846666666666667,0.484,0.49166666666666664,0.4886666666666667,0.48233333333333334,0.4856666666666667,0.447,0.358,0.48433333333333334,0.4676666666666667,0.4723333333333333,0.468,0.47833333333333333,0.48833333333333334
V25,0.4713333333333333,0.49233333333333335,0.4656666666666667,0.4826666666666667,0.485,0.48633333333333334,0.482,0.49866666666666665,0.49066666666666664,0.49133333333333334,0.4836666666666667,0.48933333333333334,0.4666666666666667,0.4866666666666667,0.47,0.488,0.47933333333333333,0.47433333333333333,0.48833333333333334,0.4643333333333333,0.48733333333333334,0.485,0.4806666666666667,0.492,0.491,0.4786666666666667,0.39566666666666667,0.485,0.49433333333333335,0.4806666666666667,0.4663333333333333,0.349,0.38866666666666666,0.476,0.4886666666666667,0.0,0.49133333333333334,0.49566666666666664,0.4886666666666667,0.4836666666666667,0.49066666666666664,0.485,0.48833333333333334,0.48833333333333334,0.48533333333333334,0.49566666666666664,0.48433333333333334,0.4826666666666667,0.482,0.487
V26,0.497,0.48333333333333334,0.49066666666666664,0.49833333333333335,0.49466666666666664,0.4756666666666667,0.49233333333333335,0.49633333333333335,0.48533333333333334,0.4856666666666667,0.49066666666666664,0.48,0.49533333333333335,0.477,0.49366666666666664,0.4603333333333333,0.49833333333333335,0.482,0.4716666666666667,0.44733333333333336,0.48833333333333334,0.492,0.425,0.4876666666666667,0.48233333333333334,0.49766666666666665,0.3606666666666667,0.472,0.49933333333333335,0.459,0.4653333333333333,0.4686666666666667,0.4666666666666667,0.47533333333333333,0.4866666666666667,0.49166666666666664,0.49166666666666664,0.479,0.487,0.3546666666666667,0.49933333333333335,0.4836666666666667,0.49266666666666664,0.30733333333333335,0.4816666666666667,0.494,0.4706666666666667,0.493,0.48933333333333334,0.4866666666666667
V27,0.495,0.48333333333333334,0.48533333333333334,0.475,0.49966666666666665,0.49066666666666664,0.48966666666666664,0.4866666666666667,0.4716666666666667,0.49966666666666665,0.49466666666666664,0.49866666666666665,0.4846666666666667,0.4826666666666667,0.49766666666666665,0.48833333333333334,0.4886666666666667,0.48733333333333334,0.49433333333333335,0.485,0.495,0.4746666666666667,0.49966666666666665,0.49166666666666664,0.46266666666666667,0.4886666666666667,0.4886666666666667,0.49433333333333335,0.485,0.492,0.4866666666666667,0.48966666666666664,0.49033333333333334,0.4723333333333333,0.49966666666666665,0.427,0.494,0.482,0.49533333333333335,0.497,0.486,0.497,0.4796666666666667,0.204,0.482,0.48933333333333334,0.496,0.4846666666666667,0.462,0.48633333333333334
V28,0.488,0.4766666666666667,0.49966666666666665,0.492,0.493,0.49133333333333334,0.49233333333333335,0.492,0.491,0.4836666666666667,0.49233333333333335,0.492,0.49166666666666664,0.4706666666666667,0.4696666666666667,0.46066666666666667,0.49933333333333335,0.4806666666666667,0.47433333333333333,0.4866666666666667,0.494,0.492,0.48966666666666664,0.48533333333333334,0.491,0.487,0.499,0.482,0.49733333333333335,0.497,0.494,0.03966666666666667,0.451,0.49066666666666664,0.492,0.48833333333333334,0.4806666666666667,0.499,0.475,0.477,0.43533333333333335,0.49666666666666665,0.4723333333333333,0.42133333333333334,0.4876666666666667,0.479,0.483,0.4886666666666667,0.12566666666666668,0.48533333333333334
V29,0.49166666666666664,0.49633333333333335,0.491,0.495,0.4886666666666667,0.492,0.492,0.475,0.48033333333333333,0.47633333333333333,0.48733333333333334,0.47333333333333333,0.491,0.48966666666666664,0.4673333333333333,0.49466666666666664,0.49,0.4633333333333333,0.47,0.4746666666666667,0.496,0.498,0.48133333333333334,0.49866666666666665,0.5,0.497,0.4673333333333333,0.48833333333333334,0.49633333333333335,0.4736666666666667,0.49766666666666665,0.30633333333333335,0.246,0.499,0.4866666666666667,0.49733333333333335,0.47433333333333333,0.48966666666666664,0.4683333333333333,0.49266666666666664,0.483,0.48233333333333334,0.479,0.209,0.477,0.49266666666666664,0.48933333333333334,0.497,0.497,0.478
V30,0.495,0.483,0.495,0.47733333333333333,0.49366666666666664,0.48,0.49266666666666664,0.4633333333333333,0.49533333333333335,0.49133333333333334,0.49466666666666664,0.49433333333333335,0.497,0.4876666666666667,0.46366666666666667,0.493,0.49333333333333335,0.4563333333333333,0.49133333333333334,0.49833333333333335,0.49933333333333335,0.4703333333333333,0.49333333333333335,0.4816666666666667,0.489,0.461,0.4653333333333333,0.493,0.49733333333333335,0.49466666666666664,0.454,0.33066666666666666,0.46,0.0,0.484,0.499,0.488,0.4836666666666667,0.4886666666666667,0.49766666666666665,0.49566666666666664,0.48633333333333334,0.48733333333333334,0.472,0.47533333333333333,0.4836666666666667,0.49,0.49533333333333335,0.4816666666666667,0.474
V31,0.495,0.4683333333333333,0.4836666666666667,0.478,0.47833333333333333,0.4756666666666667,0.48966666666666664,0.479,0.49966666666666665,0.49033333333333334,0.498,0.4703333333333333,0.49066666666666664,0.488,0.49266666666666664,0.4736666666666667,0.49666666666666665,0.48033333333333333,0.47833333333333333,0.495,0.49,0.49366666666666664,0.482,0.4816666666666667,0.47333333333333333,0.49633333333333335,0.49233333333333335,0.498,0.497,0.49733333333333335,0.48933333333333334,0.48333333333333334,0.494,0.49466666666666664,0.15366666666666667,0.48633333333333334,0.49233333333333335,0.49133333333333334,0.4656666666666667,0.49166666666666664,0.44966666666666666,0.482,0.49966666666666665,0.4806666666666667,0.49866666666666665,0.4886666666666667,0.48333333333333334,0.4876666666666667,0.486,0.4876666666666667
V32,0.48033333333333333,0.492,0.48333333333333334,0.49666666666666665,0.491,0.48933333333333334,0.48966666666666664,0.484,0.48733333333333334,0.49,0.497,0.48333333333333334,0.498,0.485,0.4786666666666667,0.49266666666666664,0.49033333333333334,0.4836666666666667,0.48933333333333334,0.49166666666666664,0.49733333333333335,0.483,0.48533333333333334,0.494,0.484,0.496,0.4643333333333333,0.488,0.48833333333333334,0.4876666666666667,0.4836666666666667,0.484,0.283,0.497,0.494,0.466,0.48133333333333334,0.49466666666666664,0.49933333333333335,0.2743333333333333,0.4806666666666667,0.30533333333333335,0.494,0.49966666666666665,0.4706666666666667,0.478,0.4766666666666667,0.493,0.48633333333333334,0.48733333333333334
V33,0.48533333333333334,0.4746666666666667,0.49633333333333335,0.476,0.489,0.4713333333333333,0.476,0.49333333333333335,0.47733333333333333,0.48633333333333334,0.48333333333333334,0.4656666666666667,0.4603333333333333,0.49133333333333334,0.471,0.49233333333333335,0.49266666666666664,0.49133333333333334,0.489,0.477,0.48133333333333334,0.495,0.49266666666666664,0.49566666666666664,0.488,0.49466666666666664,0.49733333333333335,0.49233333333333335,0.486,0.482,0.49366666666666664,0.4613333333333333,0.48733333333333334,0.49166666666666664,0.49266666666666664,0.4726666666666667,0.4683333333333333,0.461,0.4716666666666667,0.5,0.482,0.0,0.478,0.472,0.4856666666666667,0.49366666666666664,0.49933333333333335,0.495,0.489,0.48033333333333333
V34,0.49233333333333335,0.469,0.48433333333333334,0.497,0.47533333333333333,0.4826666666666667,0.49266666666666664,0.485,0.48233333333333334,0.467,0.479,0.49733333333333335,0.49266666666666664,0.4856666666666667,0.478,0.496,0.48033333333333333,0.4656666666666667,0.487,0.494,0.483,0.49766666666666665,0.4623333333333333,0.48033333333333333,0.47533333333333333,0.48633333333333334,0.47333333333333333,0.479,0.48733333333333334,0.49333333333333335,0.4703333333333333,0.49333333333333335,0.49666666666666665,0.4693333333333333,0.49233333333333335,0.4736666666666667,0.484,0.465,0.495,0.18766666666666668,0.49033333333333334,0.48233333333333334,0.49066666666666664,0.316,0.481,0.4846666666666667,0.49633333333333335,0.5,0.49266666666666664,0.48633333333333334
V35,0.477,0.4856666666666667,0.48033333333333333,0.49066666666666664,0.49633333333333335,0.488,0.4696666666666667,0.48733333333333334,0.49666666666666665,0.49566666666666664,0.493,0.4876666666666667,0.4786666666666667,0.486,0.48633333333333334,0.494,0.4746666666666667,0.489,0.49533333333333335,0.4746666666666667,0.48933333333333334,0.48233333333333334,0.4653333333333333,0.4856666666666667,0.49266666666666664,0.474,0.47333333333333333,0.4846666666666667,0.48,0.488,0.48,0.4683333333333333,0.48966666666666664,0.48233333333333334,0.495,0.48733333333333334,0.49233333333333335,0.491,0.4876666666666667,0.361,0.498,0.498,0.49966666666666665,0.48533333333333334,0.4736666666666667,0.49166666666666664,0.4856666666666667,0.491,0.4693333333333333,0.48633333333333334
V36,0.478,0.479,0.49833333333333335,0.4856666666666667,0.4766666666666667,0.49633333333333335,0.49933333333333335,0.448,0.496,0.4796666666666667,0.498,0.49033333333333334,0.495,0.47633333333333333,0.4886666666666667,0.485,0.474,0.49333333333333335,0.48633333333333334,0.49766666666666665,0.472,0.485,0.488,0.496,0.48966666666666664,0.48033333333333333,0.49233333333333335,0.47,0.49933333333333335,0.46366666666666667,0.49333333333333335,0.461,0.49433333333333335,0.49233333333333335,0.472,0.498,0.48966666666666664,0.473,0.494,0.473,0.49666666666666665,0.4696666666666667,0.462,0.456,0.4836666666666667,0.49833333333333335,0.4806666666666667,0.49433333333333335,0.48233333333333334,0.47933333333333333
V37,0.4736666666666667,0.49833333333333335,0.482,0.4816666666666667,0.49766666666666665,0.4886666666666667,0.491,0.44633333333333336,0.4866666666666667,0.49933333333333335,0.474,0.48966666666666664,0.49166666666666664,0.491,0.49533333333333335,0.49466666666666664,0.494,0.499,0.48333333333333334,0.49,0.4846666666666667,0.495,0.4736666666666667,0.49133333333333334,0.48033333333333333,0.49333333333333335,0.471,0.487,0.498,0.48733333333333334,0.495,0.48033333333333333,0.484,0.49666666666666665,0.4806666666666667,0.48133333333333334,0.49666666666666665,0.464,0.49366666666666664,0.2966666666666667,0.147,0.49233333333333335,0.48433333333333334,0.45766666666666667,0.493,0.48733333333333334,0.491,0.489,0.474,0.48933333333333334
