"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
0,-0.34162335078768,-1.81063171470891e-17,0.511727739923432,0,0,0,-0.331921724570226,0,-0.33267396794321
0,0,-0.285112397841897,0,0,0,0,0.21586672730461,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.383097107854787,0.364663209404694,0,0,-0.200581159161936
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0
